formula,target
Rb6Al4(Sb2O7)3,1
Na6MgSi4Sn3(SO12)2,0
Na3Nb2Si3Ge2(PO8)3,0
KNaICl,0
Sc(SiNi)2,1
ThB2O5,0
Li4V3CoO8,1
Ba3Gd2(PS4)4,0
La4Pb3,1
TiO2,0
CaZn2(FeO2)4,0
BaNa2Al4(SiO4)4,0
Fe2CuO4,1
Cs3ZnBr5,0
MgSb2(PO5)2,1
LiMn3P3O13,1
Li2TiGeO5,0
Sm7BP2O17,0
Sr8CaCu4(ReO8)3,1
BeCrO4,0
Ba(Cu2P)4,1
GdTiFe11C,1
TiVP,1
TeO2,1
NaSi2Pd3,1
SrCdHg2,1
NaNi2H3(SO5)2,0
Mn2CrGa3S8,1
Zr5Sn3Se,1
Na3H2OsO6,0
Mg3Bi2,1
K7Mo12H29Pt2O59,0
NdDy(NiO3)4,1
FeN,1
CrC7N2O5,0
LiIn(IO3)4,0
V4Zn(CuO4)3,1
W9O13,1
KSbMoO5,0
LaNdIr2,1
K2GdAuCl6,0
LiH3IN,0
RbSr(BH4)3,0
Sr10Mg4Fe(MoO6)5,0
Na2BeF4,0
Sr(AlGa)2,1
Ca2O3,0
HfTl2Fe2(MoO4)6,0
Dy2ReB6,1
K2Ti8O17,0
Li5Fe2Ni3O10,1
Na2ScCuCl6,0
Ce2ThS5,1
Na2CaZrSi(SO6)2,0
Cs3Ge4Au,0
In2Si(AgSe3)2,0
ScH11(IO3)2,0
NaBeO2,0
Hf2TcOs,1
ThZn2,1
Ca(ZnSi)2,1
Ho2Cu4Br13N3,1
Ba2La2Mn(WO6)2,0
Bi24B2O39,0
CeF4,0
HoInPt,1
Ti11O18,1
KC,0
UCoGe,1
NaNd(SeO5)2,0
Na4AlP2HO9,0
LiCeSn2,1
EuSn,1
Li3BePCO7,0
Tb3Co,1
VOF2,0
K4U(PO5)2,0
Li2Mn(SiO3)2,0
Rb2Cr2O7,0
Nd4CuNiO8,1
NiH12(C2O5)2,0
Li2CoGeO4,0
Rb3Ge4Au,0
V4NiS8,1
NaIO4,1
Sm2Mn2Ga2Fe13C,1
KEuV4O12,0
Na3La2Mg2PS5O24,0
NdCuSi,1
U2Fe3Ge,1
Ce5(MgGe)8,1
ThH18S2O17,0
Na5Sc3Ti(PO4)6,0
Pm2NiRh,1
Nb4V3FeSe20,1
Be8P8H34N8O33,0
Na2ErPCO7,0
Pb(C4N3)2,0
Nd2Ge3Pt,1
TlB5O12,0
Nb3Co3C,1
Ba2In13Ir4,1
LiGa(SiO3)2,0
Na3P3H5N3O7,0
SrHCl,0
MgF2,0
Rb3PuH4O7,0
Sr4Fe2CoNiO12,1
ErVB4,1
RbNaMg5(Si2O5)6,0
LaGa6Pd,1
Cs2KYCl6,0
Sm2Si3Pd,1
ErFeCu,1
LiFeCuS2,1
Al3P2(H4O7)2,0
Tb(NO5)3,0
U3O7,1
Dy(GaFe)6,1
H3CBr,0
Ga23N5O27,0
TiNbAlC,1
Sc3GaC,1
Er2O3,0
ScNiC2,1
ScSiRh2,1
Ti5Cr(PO4)6,1
Al6Ru,1
Ba6Y3Cu9O20,1
Li4V3P4O15,0
Sm(GaPd)2,1
Na4Zn3SnP2(SO6)4,0
LiZrPCO7,0
CsPHO3F,0
LaY(SO4)3,0
CaCr(PO3)4,0
Cs2AgI3,0
CsLi2(HO)3,0
Tc3Pt,1
UNiC2,1
Be3Cu2(SiO4)3,1
CeP4H50C12Cl3O11,0
LaTl3,1
TiMnAs,1
K2LiIn(MoO4)3,0
Mg14VNi,1
Ba2EuWO6,0
Sn(NF3)2,1
Li3MnPO5,0
Tm2Fe14B,1
Sm2AgRu,1
NaBOF2,0
VPb2Se3O10,0
YAlGeO5,0
LiNdGe2,1
K2S2O3,0
CsRe3(Se2Br)2,0
DyP,1
MnWO4,0
OsPb3,1
Sm11(Fe2C3)6,1
KAlGeO4,0
CdCN3Cl2O,0
SrMg(CoO3)4,1
Li10Mg7Cl24,0
Y3NbO7,0
Li3SNO3,0
Sm3BWO9,0
Rb2Mn(Cl2O)2,0
H3ClO5,0
Na3Ca2Ga2PS5O24,0
Na4Ca2Si(SO6)2,0
PrCdIn,1
Na5Ti3O8,1
SrBiBrO2,0
Er3InN,1
Nd2CuRu,1
Rb4Mg3H10,0
Ba2YI7,0
Re2Si,1
Na3B6NO13,0
MnBePt2,1
BaLa2MnS5,1
CdPd(CN)6,0
LiLuRh2,0
Cs2As2Pt,0
Na4Ca3SnP2(SO6)4,0
Dy3Mg2MoS8,0
CaTa5(PO4)9,0
TiZnAu2,1
CsSmGeSe4,0
Mg7Sb,1
Na3NbInSi2PO12,0
Dy12Co5Sn,1
ZrTiNi2,1
La5(Mo16O27)2,0
Na2Hf3MgSi2(SO6)4,0
SrCa7Fe2(Co3O10)2,1
Na4Al3(SiO4)3,0
Sb17S27,1
Rb3Nd,1
Ni10SbP3,1
ICl,0
Zn(PO2)2,0
Nd2Ge2Ru,1
Bi3Pb,1
Dy(NiSb)2,1
GdLuO3,0
Ba4Sm7Si12BN27,1
UCoP2,1
DyLu3,1
Ho3(Si3Ru)4,1
TiNbC2,1
Ac3Np,1
CeNiPt,1
Sm(Ge3Pt)4,1
K2MgSi5O12,0
Ni3As,1
MnVTe2,1
CsBi(MoO4)2,0
NdMnPO,1
Na2MgSnP2SO12,0
Ca3(GeAs2)2,0
RbLi2B3Sb2O9,0
LiIn2Cu,0
Sr2CeHfO6,0
LiDy2Ru,1
ScTaO4,0
CaCd(CO3)2,0
K2NaTi2Fe7Si8H4O31,0
K2Si5BO12,1
Zn2Ag2O5,1
Cs2Th(AsO4)2,0
Ca2InOsO6,0
Cs2In2Sb3,0
NaInTe2,0
Y5Si3,1
Ta2B,1
Zn3Fe12(CoO12)2,1
Cu2SiP4,1
BiPt3,1
CuCN,0
La3CrW(SO2)3,1
MgTi3O7,0
Sr2InPd2,1
RbTeOF4,1
PBr7,0
K6Zr3H8(OF)12,0
Na3LaSi2GeSO12,0
LiSn5Rh3,1
Pr2GeRh3,1
NaYH8(CO3)4,0
BaNdEuVO6,1
LaHf2F11,0
Rb2Nb3H11C5(Cl3O4)2,0
RbHfC(OF)4,0
NdBN2,0
CsHgBrCl2,1
BaSr3O4,0
Sr8Nd2Fe5(MoO6)5,1
CaSi3Pt,1
Hg(TeO3)2,0
K2Ti(Si2O5)3,0
NdFe4(CuO4)3,0
CaHo(CoO3)2,1
Ba(Ag3O2)2,0
Y3Co,1
Mn10(SiGe)3,1
NaSbSe2,1
Na7TaZn3(PO4)6,0
Ni(WO4)2,1
Eu2Ru2O7,1
K4MgRu2(Cl5O)2,0
CaCo2(PO5)2,1
BaGd2PdO5,0
Mg6TiVO8,1
HfP3,1
Zn4Co5(TeO6)3,0
ZnP4,0
Ba2Zn(HO)6,0
Sr3ReN3,1
CaLaI5,0
Co2B2O5,1
Er2(B2Rh3)3,1
Lu3Ru2,1
Tm2(Ni2B)5,1
NaLi(AsS2)2,0
Er2CdCu2,1
Na5Sc2Ga2P5SO24,0
NaZrNbSnO6,0
Rb2AgAuBr6,1
Cd4GeSe6,0
NdIn2Cu9,1
Fe3Sb(PO4)6,1
KPSe6,0
H2NO2,0
Zn2SnO4,0
Ge3Pt,1
MgTi2Zn4O8,1
Fe4O5F3,1
BaSm2PdO5,0
Ta2RuW,1
Ba4Y2O7,0
LiPu3,1
AsS2N2OF9,0
TbAsO2,1
Ba3Ce2O6,1
Dy2Mn12P7,1
CuAgC3S3N7,0
CsTbCdTe3,0
Ce3CuGeS7,1
Li7Br3O2,0
W2NO6,1
V6SiGe,1
Er14Ag51,1
Ti5CuS10,1
Na14Hf4Al4Si9(SO16)3,0
CoBH18Br2(N3F2)2,0
Al2Si4Mo3,1
K2In2P2HO10,0
CsKRb2,1
ZnSn3,1
Li2Mn2O3,0
Mg5Ta(BO4)3,0
K2UC2SeSNO8,0
Mg2SnWO6,0
KLi4NbO5,0
Ca4PtN4,1
KCu2SbS3,0
Na2PdSe2,0
MnAl2P2(HO)18,0
ThCdAg2,1
Nd2SiO5,0
Ho4CoSn8,1
CsSc3(CuTe3)2,0
Ho2VPO8,0
H9C2(NO)3,0
VZn2WO6,0
NdAgHg2,1
Li2NiGeO4,0
TlCuO2,1
TlAuO2,1
CaIn4(Ge2O7)2,1
Ca3PN,0
Rb2LiVF6,1
NbFe3Ni2(PO4)6,0
Sr(CO2)3,0
KAgSe,0
LaMg2W3S8,1
CsMg6AlO8,1
TlCuF3,1
Y3Se2ClO8,0
LuCuPbS3,0
NaMg3Si3HO10,0
Dy2AgAu,1
Ba2NdMgMoO6,0
KMgP2H5O9,0
Mg2MnSbO6,0
PuTe,1
KB2SbO6,0
K2YPCO7,0
CaCrH2O5,0
Na6Y3TaSi4(SO12)2,0
Sr2Ca6Mn5(FeO8)3,1
Fe6WN4,1
La15Cd2Rh5,1
Sr3CaCN4,0
SiRh3,1
MgFe2CuAs2(HO5)2,0
Ca8TiMn7O23,1
SmMnB4,1
Hf2Ge,1
Sm2Fe17H3,1
Cs2FeHF5,0
Na3InS3,0
Ba3Ge2(B3O8)2,0
Nd(SiPt)2,1
SrCaTbGeO6,1
Na2PO3F,0
EuEr,1
Dy2CuTe5Br2O13,1
KHg(PO3)3,0
Mg2TaSbO6,0
Sr2EuNb(CuO4)2,1
U4Ga12Rh,1
K3VSe4,0
Na5CuHO4,1
RbDyBr3,1
NaMgGe3P3(SO8)3,0
Ni5Se4(ClO6)2,0
CeMg6Ni,1
RbNa2Si17,0
TiVFe,1
YSnF5,0
Ho11Cd45,1
Rb3InP2,0
ScCo3C,1
Ba4Ca4Tl3Cu6O19,1
Na14Ca6Si5Sn2S7O48,0
NaHoP2O7,0
Li4Ti3Mn3(TeO8)2,1
Te3H9Br13O4,0
KDyS2,0
CsK2Mn3P4ClO14,0
Y4Cr13Si2(SbO14)2,1
RbTiCl3,1
Hf(TeSe3)2,0
CrB,1
Tl2NiH12(SeO7)2,0
ZnCr2O7,0
NaHF2,0
MgSbN(OF3)2,0
Ta9PO25,0
Ta2ZnCuO7,0
Nb3Cr8Si,1
CaMnFeBiO6,0
Be2Cr,1
La8(BiSb)3,1
DyOF,0
SrTiGeO5,0
TbTe,1
RbTiPO5,0
CeMn7Ni5,1
Ba2CaP4(H3O8)2,0
V2N4O11,0
Gd4As2O9,0
MgNb4(NiO6)2,0
Na14Si11Sn4Ge4SO48,0
HfMgCo2,1
TbSe2,1
Na2AsPCO7,0
Y4Ga12Fe,1
Y2ReB6,1
CaMg30CrO32,0
Mg2Au,1
Li3AlF6,0
MgTi2MnO6,0
Ba4Y2Cu6NiO15,1
SrMg7,1
Zn3P2(H2O3)4,0
UCu3Pd2,1
Ba2Mg(BiO3)2,0
RbMnF4,0
Tl2HgTe,0
MoH4C(NO2)2,0
Rb3BrF12,1
CaZn2(H5O4)2,0
Mn6Zn2CN,1
Si4P4Ru,0
BaY(CoO2)4,0
DySiNi,1
RbGeCl3,0
Ca8P6O29,1
Sr8Ni3N8,1
LiZnInF6,0
CeTl5Fe2(NO2)12,0
BiBPbS4,0
CrGaO4,1
UCo5Si3,1
Ba3(PSe4)2,0
Y6Ta4Al43,0
EuCdAu5,1
KTbNdSbO6,0
Ho3Ga8Rh3,1
ThCdPd2,1
V2PH8(NO4)2,0
Ba3NaGd3(Si3O10)2,0
Y3NF10,1
Er4Zr3O12,0
NbFeGe,1
Rb2LiPrI6,0
Al2P2H6NO11,1
YTlS2O9,0
Th5Sn3,1
MgFePt2,1
K2YAgCl6,0
BaMo2(P2O7)2,0
NaZrInP2SO12,0
HoIO,0
TaMnGe,1
Sr(InHg)2,1
Na2Ta2Al6Si3(S3O16)3,0
NaLaCuTe4,1
Ba2TbHfO6,1
PuOF,1
RbCaO3,1
Li2V3O7,0
MgFe4(NiO4)2,0
Sr3Mo2O7,1
Ca3Ni2O7,1
LaAl3O6,0
Nb3CoS6,1
CdH20C4S4(NO6)2,0
NaMgP(CO3)2,0
CoH3(CN)6,0
Sr11Bi10,1
HRu6C16NO16,0
BaN,1
Li2Ca2Si2O7,0
NaCr5Se8,1
Mg3(PO6)2,1
Ce2S3,1
FeH12C6N(ClO2)2,0
Li15W7N19,0
ZrTiS4,0
Cr4CoNiS8,1
Tm(FeO2)2,1
BaNaGdWO6,0
Th3N4,0
Zn(FeN)2,1
Tb3Mg,1
LiCe2Pb,1
Li4Mn3Nb3(TeO8)2,0
Sr(GeAu)2,1
K2(TcS2)3,0
ErInO3,0
NaCaAlPHO5F2,0
KZrF5,0
Mo2P3O14,0
Li4Fe2Ni5O12,1
CuH3C2NO4,0
Lu2CdSe4,0
BaIn3Pt,1
Li4Mn(WO4)3,0
BCl,0
Sm3Re2O9,0
Mg2Si,1
Sr4LiSm2Ta2O12,1
K2CoH4(I2O7)2,0
NpTeAs,1
Nd9Al5Se21,0
Na3BrCl2,0
La3(CrN3)2,1
Cd7(P2Cl3)2,0
Ba3Ho2MoO9,0
Na2(TaSe2)3,1
SnH5CI3N2,0
Sr(GaO2)2,0
ScC2,1
Lu6WO12,0
Zr2SiSe2,1
Ba2Mg17,1
Ta3(BiS3)2,1
Li3Mn3TeO8,0
PrMg(BO2)5,0
K2U2O5,1
Zn(Cu2O3)2,1
Ca2UO5,0
PbIO,1
Ba(BSe3)2,0
GaAg(PSe3)2,0
Rb2CuAsF6,0
B5TeH5C,0
K2NaNbF6,1
K4Bi2O5,0
BaNdFe2O5,1
Cs2Te13,0
LaFeMoO6,0
ZnSn(SO4)3,0
CeEuAg2,1
CsTaN2,0
Cs2V(OF2)2,0
VAg(PSe3)2,1
TbGdAl6,1
Mg3Te2Pb6WO18,0
Na6Te(W3O23)2,0
Pr3Cr10N11,0
GaCo2Ni,1
Cs2UCl6,1
SrAsPt,1
Tb2Ge3,1
Ca3InN3,0
Mg14MnGa,1
Ho2Hf2O7,0
Mg14AlCr,1
HoZr6(PO4)9,0
CuH6(NO)4,0
CdRe2(H2O5)2,0
HfCrAu2,1
Co(SiSe2)2,1
NdH2,1
K2Si2O5,0
Sm6Co2Sn,1
Mn5(SiN3)3,1
Zr2AlN,1
Pu(SiRh)2,1
Hf5Si3N,1
Li8GeO6,0
Nb4VO12,0
RbSm2Cl5,0
KP(OF)2,0
Y6UO12,0
Na2CuTe2,1
CaScIn2,1
YHfP(SO6)2,0
Mn(NO5)2,0
Na6Y6Nb2Si5S7O48,0
Sm(GeRh)2,1
TiMn3Sb2(PO4)6,0
PrUTe6,1
LiCd2Hg,0
LaBWO6,0
Eu(In2Au)2,1
FeNi(PS3)2,1
LiV(CuO3)2,1
La3Br6N,0
Ba2BiSbO6,1
Li4Cr3Fe3(TeO8)2,0
CdPb3Se4,0
Na9Sn4,1
CeN3O13,0
Pm2(WO4)3,0
LiCr2(PO5)2,0
Y3Ni4B4C3,1
BaH3IO6,0
NiH4SeO5,0
Na2Hf4Ga4Si3(S3O16)3,0
Zn3Si3(NiO6)2,0
TiCr2,1
OsF5,1
GdMnGe2O7,0
C4SeBr4,0
Ag2S2O7,0
Sm3AlNi8,1
Na3Si3SnO9F,0
InSnHg2,1
KErP2O7,0
YMgAlGe2,1
ErIn2Pd,1
CoAuO2,1
Li10Ni4O9,1
Li4Mn2Co3Sb3O16,1
CI4,0
H6CN3ClO,0
Na6Nb5ZnSi6(PO12)3,0
Ca8H3N4,0
Rb5Nd2N11O34,0
Li6SN4,0
V6H36C12O19,0
NaSm(PS3)2,0
LiMn2NiO6,0
Na9Mg4Ta2(PO4)9,0
BaCaNbWO6,0
Hf2Ga3Ni,1
LuTlRh2,1
Er3Cu3Sb4,0
Na4MoS3O14,0
Li2PtPb,1
CuSb(PO4)2,1
ErTmCd2,1
SnP2O9,1
Cs3GaP2,0
Pr2Mn12Co5,1
AsH3CNOF9,0
Fe4OF8,0
NbHSe2,1
Tl3Fe,1
Cs3TlBr6,0
MgMn5O8,0
Lu4Ni,1
Li3V3CrO8,0
Tm5(Ge5Rh2)2,1
Sm2Mn2Al2Fe13,1
NdHg3,1
Li3Mn2(PO3)7,0
Fe3NiN,1
Dy20In40Rh19,1
Ca2As4(Xe3F14)3,0
LiTh2Tc,1
Ba(Si3N4)2,0
Ca2VP3O11,0
LiCo5O8,1
NaAc2Sn,1
Ca4Er2(Sn5Pt3)3,1
K6InAs3,0
Sm4Fe31Co3,1
ScS2,1
K3Nd(AsS4)2,0
Li5Ni3(SbO5)2,1
H6CSN2O,0
NpB4,1
AlRhO3,0
MgVSiO5,0
BaSrEuSbO6,1
SnS8(N2Cl)4,0
BaNiCl3,1
RbFeSe2O7,1
Li4Co3WO8,0
Mg5Bi,1
Er3GaS6,0
HfMg14Fe,1
LiZr2Ir,1
LiMn8F33,0
RhPb2F7,0
Na14Y4Ti4Si9(SO16)3,0
Rb4Cl2O,0
Ho(CoGe)6,1
Pr3Y,1
P7Pb,0
CoRhS4,1
Tb3Si2Ni,1
Eu(CuO2)2,1
Na14Hf4Ga4Si9(SO16)3,0
V2NiP,1
Cd2InCuSe4,1
RbNaTiO3,0
Mg15C,1
Li3SbF6,0
Li6Fe3Ni(PO4)6,1
MgV6O15,0
Na9Nb7Zn5(PO4)18,0
MgCrO15,0
NpCrO11,1
CsLaO2,0
Li7Ti12O24,1
LiTmO3,1
PrCo3P2,1
Ca2Mn3Si3H3O14,0
ZnCdCu4(SnS4)2,0
CsZrCuSe3,0
Sm3CuSnS7,0
Ti9Zn2O13,1
TaPbF7,0
La4Ti5(S6O)2,1
TbMn2BiO6,1
K2UP2(H2O5)2,0
Nb7Te6,1
La3AlZnS7,0
TmRu3C,1
LaAsPd,1
KNaTi4(PO4)6,0
NaMg7,1
CaTi8Zn2O19,0
Na3LaZn3(SO4)6,0
LuZrF7,0
ReC4S4N8Cl8O3,1
Cs2SbCl6,0
TiAlVC,1
MgMn2(FeO4)2,0
MgTl6C2(O3F)2,0
ThSe3,0
Dy3Cu20Sb11,1
Ca4RhN4,1
Rb(Mg4Al3)4,1
GdWClO4,0
NaEuTiSnO6,1
Na3MgAlP2SO12,0
Y2ClO2,1
ErSeBr,0
TiMnAl,1
Li2PtF6,0
Er2Si5Ru3,1
HgCN2O3,0
NaCaN3,1
Cs6Si2NiO8,0
Nd6Mn16Ni7,1
Li3Nd2Sb3,1
Na14Mg6Si5Ge2S7O48,0
Rb2MnSi5O12,0
PrYZn2,1
LuAu,1
Ca3Ge13Rh4,1
Cr2CdSe4,1
AsSXeNF10,0
ThGaNi,1
ZnH2SeO4,0
CaU3Ti8O24,0
ScAg2,1
AsCl3O,0
Ac3Ti,1
BaNdV4O12,1
TlBi3F10,0
AcCe3,1
Ba6Nb3HO14,0
AlFe3N,1
Ti4Cr3(PO4)6,1
Pr(AlAu)2,1
NaEuDyFeO6,1
EuIn2Ni9,1
Li4Si3NiO9,0
CoSb(CO)3,0
TmInAg2,1
Sr20P12Br(ClO16)3,0
Mg14CrSnO16,1
CeNd3C8,1
Ti8Pb8O23,1
MnFeO2,1
EuTlPS4,0
ThZrF8,0
CaMg30CO32,0
Na5Mg3SnP3(SO8)3,0
NaNiN,1
Li19(CoO4)4,1
Tb(SiRh)2,1
B5H4NO8,0
Cu(N3Cl)2,1
CsSmS2,0
Pm2CuRh,1
Rb2H4Pt,0
PmMgS3,0
Na10Mg2Si7Ge6S5O48,0
NaMgCr2In(H2O5)2,0
Ba8Nb7O24,1
NaZr2Al2P3(SO8)3,0
Mg7SiN6,0
NdZnSbO,0
Al2Sb2O7,0
NiPSe3,1
Mg3Mo,1
LiSc(SiO3)2,0
Na2AlFe(SiO3)4,0
Li4Ti2Fe5O12,0
LiLaGe2,1
BaYMgCuBiO5,0
Rb2Hg7,1
KTe2F9,0
Ba2La6Mg4Ti3WO24,0
NaHfNbSi(PO6)2,0
Ho4Ge8Ru,1
SrCeHg2,1
KNdTe4,0
LiAu(S2O7)2,0
Nb2CoRe,1
Li8VCo3(PO4)6,0
LaSi10,1
TeWBr9,1
BaPrDyTiO6,0
Na3MnO4,0
Cu2SiNiS4,1
Sr3P4O13,0
Co3Se4(ClO5)2,0
ThZr2F12,0
LuN3O13,0
ErSi2Rh3,1
KMg30TiO32,0
BiPb4,1
Ba2CdGe,0
BaPt3O4,1
Ca3(GaP2)2,0
Li11Ti4Mn12O32,1
Tb2Co3Ni,1
PrPbO3,1
ZnGeRh2,1
HgC8(I2N)2,0
Cd3(BiO2)10,1
KCuP2Se5,0
Li3Cr(NiO2)4,1
NO6,1
Cr4B,1
Na9Sm(SiSe3)4,0
MgFe3(OF)3,0
Cs2LiYF6,0
MgH4(ClO)2,0
Ba2PrZrO6,1
Mg2P,1
SrZnCu(PO4)2,0
Sc5Cl8,1
LiHF2,0
Mg3Ti2(SiO4)3,1
Ba2V(SiO4)2,0
Sr2YCrO6,1
Zr3Zn,1
Sr2Pr2TlNi2O9,1
Ta11(FeSe4)2,1
NbCr3(CuS4)2,1
RbPrO2,0
Sr5V3HO13,0
NaY(SeO3)4,1
RbNiCl3,0
PrCd,1
Mn3Ag(PO4)3,1
Sm(AlSi)2,1
Dy14Ti10O41,0
Co2Mo4N,1
K2TbAuCl6,0
LiInAg2,1
Mg6TiSiO8,1
TaMnRu2,1
TiMn3Co2(PO4)6,1
KFeSe2,1
Ca2TiCrO6,0
Li6VSb3(PO4)6,0
RbY(MoO4)2,0
Na2MgAlF7,0
Dy2FeSi4,1
Li2MnFe(BO3)2,0
Na7CaNb3(SiO4)6,0
CeTh9O20,0
H2C3,0
LaB2Rh3,1
Zr2InAu2,1
LiCo2(CO3)3,0
ZnAgAsO5,0
CeO,1
Mg(NiO2)2,0
As(CN)3,0
Fe(NiS2)2,1
Rb2(TeO4)3,0
Sr2Mn2Cu(AsO)2,1
Na6Sn2O7,0
Ga3P3H6CNO13,0
Tb5Si3O13,1
Sc2SiO5,0
Sm2Hf2(MoO4)7,0
MgZn(NiO2)4,1
Tb2Ni2Sn,1
Li2CaPb,1
Mg3CoO4,1
C6N7Cl3,0
CaNdHg2,1
Al2HgSe4,0
La2Sn5Rh3,1
Sc6CuTe2,1
Ba2ZnSe3,0
Zr4Al11Si,1
Co2I3(N2O)3,0
RbCeF4,1
TmCoGe2,1
NaEu3,1
Tb3Ge13Ir4,1
Sm2MnRhO6,0
Nd2Sn5,1
Na2H4RuC5(N2O)3,0
WI3O,0
FeBr(NO)3,0
RbU2SbS8,1
Sn4GeTe4Se,0
VCrP2(O4F)2,1
Al3P3H7CNO13,0
K4Sb2N3O9F7,0
MgBi5,1
ZrZn3F6,1
NaMgCo2(MoO5)2,0
AuSCl5,0
LiSn4(PO4)3,0
TiCu2Sb,1
TaCoSn2,1
NbCu3Te4,0
GdSbS,1
Tm2AlGe3,1
LiTi6O12,1
TcSb(OF4)2,0
EuMgAg,1
Rb2Ni2(MoO4)3,0
Pa3As4,1
CaEuTiSnO6,0
Zr2FeS4,0
DyY3,1
InCu3HgSe4,0
GaF3,1
Er2GaNi2,1
Ca7NbSi4O17F,0
Cs3AuO,0
CaSb2H2F14,0
V2Pb3O8,0
